iter	Logloss
339	0.006637090971
340	0.006619324017
341	0.006595619605
342	0.006567726448
343	0.006546476324
344	0.006535192589
345	0.006524988904
346	0.006503939034
347	0.006481327781
348	0.006468229935
349	0.006456987093
350	0.006448742652
351	0.006429873854
352	0.006412977149
353	0.006396690906
354	0.006374933747
355	0.006348636106
356	0.006327886894
357	0.00631720725
358	0.006297789774
359	0.006290203657
360	0.006271947019
361	0.006249890306
362	0.006233875043
363	0.006225527473
364	0.00620864762
365	0.006186973096
366	0.006155224237
367	0.006130557243
368	0.006116473215
369	0.006099392928
370	0.00608058636
371	0.00606308414
372	0.006042213436
373	0.006020202028
374	0.006005786002
375	0.00599066236
376	0.005983118945
377	0.005968229885
378	0.005952189858
379	0.005940603628
380	0.005931298904
381	0.005914995392
382	0.005897945519
383	0.005887280035
384	0.005871884572
385	0.005849453493
386	0.005836477171
387	0.005823352329
388	0.005800814959
389	0.005785270676
390	0.005771488889
391	0.005756680496
392	0.005747928065
393	0.005725425796
394	0.005718536816
395	0.005705743434
396	0.005686936371
397	0.005668432703
398	0.005649509666
399	0.00564261362
400	0.00563702557
401	0.005617754914
402	0.005610285111
403	0.005583110855
404	0.005567041145
405	0.005552391215
406	0.005536981
407	0.005511258179
408	0.005500312297
409	0.005488756779
410	0.005473673595
411	0.005460501126
412	0.005449949704
413	0.005444338617
414	0.005439002433
415	0.005427019487
416	0.005411077841
417	0.005400004557
418	0.005379179426
419	0.005350290054
420	0.005337465564
421	0.005311086848
422	0.005281316907
423	0.005267614703
424	0.005261829634
425	0.005252460316
426	0.005226053699
427	0.005215816438
428	0.005205690865
429	0.005197209365
430	0.005184888042
431	0.005174785402
432	0.005164362931
433	0.005152135879
434	0.005129376376
435	0.005105434945
436	0.005097931906
437	0.005088457062
438	0.005084793951
439	0.005075482298
440	0.005061839711
441	0.005056041512
442	0.005039817997
443	0.005020244259
444	0.005005767392
445	0.004990164075
446	0.00497068096
447	0.004959510256
448	0.004947046499
449	0.004936864051
450	0.00492295865
451	0.004915470462
452	0.004901013385
453	0.004891050855
454	0.004884515723
455	0.004871010309
456	0.004863810123
457	0.004853554971
458	0.00483456338
459	0.004822573224
460	0.004803047617
461	0.004788930287
462	0.004779124166
463	0.004773730764
464	0.004765305654
465	0.004755298268
466	0.004741935535
467	0.004737163244
468	0.00473711057
469	0.00472390465
470	0.004700920732
471	0.004678549364
472	0.004669866355
473	0.004663281486
474	0.004650757058
475	0.004642010026
476	0.004633988847
477	0.004617648495
478	0.004608386361
479	0.004599726937
480	0.004586352538
481	0.00457471411
482	0.004562873004
483	0.00454177065
484	0.00452952575
485	0.004515368936
486	0.004501961527
487	0.004496363864
488	0.004484366218
489	0.004473911397
490	0.004452029245
491	0.004444993234
492	0.004432157314
493	0.00442843722
494	0.004414630672
495	0.004405758579
496	0.004393782141
497	0.004375799259
498	0.004370945133
499	0.004363994875
